0.225644	-0.432230	1.000000
0.587473	-0.078401	-1.000000
0.056527	0.008343	1.000000
0.098834	0.674663	-1.000000
0.428624	0.249928	1.000000
0.562366	0.281149	-1.000000
-0.173720	-0.315387	1.000000
-0.203510	-0.385282	1.000000
0.191885	0.015649	1.000000
-0.215549	0.756456	-1.000000
0.360372	-0.602923	-1.000000
0.351401	0.692498	-1.000000
0.252861	0.355766	1.000000
-0.460618	-0.073719	1.000000
-0.119584	0.167965	1.000000
-0.798859	0.188638	-1.000000
-0.663728	0.020303	-1.000000
-0.160415	0.329095	1.000000
0.008355	-0.115030	1.000000
0.726726	0.318484	-1.000000
0.056587	0.231558	1.000000
0.068507	-0.430028	1.000000
-0.582400	-0.213277	-1.000000
-0.058471	-0.104221	1.000000
-0.170747	0.021249	1.000000
-0.056746	0.887044	-1.000000
-0.263416	-0.138404	1.000000
-0.210914	0.586036	-1.000000
-0.448218	-0.467810	-1.000000
-0.147817	0.010120	1.000000
-0.125609	-0.139505	1.000000
-0.040860	-0.095389	1.000000
0.146010	0.378132	1.000000
-0.297962	-0.163795	1.000000
-0.173090	-0.716278	-1.000000
0.342256	0.164831	1.000000
-0.035841	-0.199105	1.000000
0.130140	0.016020	1.000000
0.137528	0.374520	1.000000
0.033985	0.015678	1.000000
-0.121317	-0.084416	1.000000
-0.058648	0.739370	-1.000000
0.254174	-0.755736	-1.000000
0.132255	-0.043065	1.000000
-0.025807	0.008456	1.000000
0.006043	0.000294	1.000000
0.027940	0.262577	1.000000
0.215074	0.457085	-1.000000
-0.060978	-0.084886	1.000000
-0.251425	0.106159	1.000000
0.143528	0.859790	-1.000000
0.208072	0.643431	-1.000000
-0.129446	0.091312	1.000000
-0.553626	-0.457108	-1.000000
0.838816	0.523587	-1.000000
-0.109912	0.012309	1.000000
0.091294	0.278357	1.000000
-0.025417	0.015919	1.000000
-0.048890	-0.176662	1.000000
0.484518	-0.860124	-1.000000
-0.688514	-0.416075	-1.000000
-0.322726	-0.108745	1.000000
-0.735079	-0.428018	-1.000000
0.799475	-0.005106	-1.000000
0.384326	0.646284	-1.000000
-0.086452	-0.211772	1.000000
-0.037118	-0.256233	1.000000
-0.206861	0.048529	1.000000
0.039103	-0.848193	-1.000000
0.053890	0.058686	1.000000
-0.283022	0.009709	1.000000
-0.193159	0.618602	-1.000000
0.002207	0.077438	1.000000
0.330361	-0.335926	1.000000
0.386572	-0.215531	1.000000
0.315954	-0.524181	-1.000000
0.782286	-0.162660	-1.000000
-0.232188	0.131358	1.000000
-0.447767	0.055597	1.000000
0.410339	-0.363457	-1.000000
-0.395606	-0.734504	-1.000000
0.479206	0.216433	-1.000000
-0.017350	0.494355	1.000000
-0.002440	0.002410	1.000000
0.044527	0.018452	1.000000
0.864725	0.295609	-1.000000
0.026138	-0.026762	1.000000
-0.167904	-0.264705	1.000000
-0.566689	-0.081418	-1.000000
0.116580	-0.246602	1.000000
0.000022	-0.004573	1.000000
-0.454438	0.870835	-1.000000
0.136669	0.277832	1.000000
0.217248	0.043575	1.000000
0.524091	0.497529	-1.000000
0.875087	-0.186498	-1.000000
0.061574	0.103331	1.000000
0.205100	-0.792566	-1.000000
0.240637	-0.698183	-1.000000
-0.443451	0.565276	-1.000000
