-0.574826	-0.236995	-1.000000
-0.316705	-0.581678	-1.000000
0.036235	0.011896	1.000000
-0.311254	-0.458431	-1.000000
0.046553	0.272168	1.000000
0.823752	-0.343693	-1.000000
0.009479	-0.143162	1.000000
-0.261183	-0.555847	-1.000000
0.600651	0.406953	-1.000000
0.123107	0.991346	-1.000000
0.440468	-0.722081	-1.000000
-0.763431	0.427788	-1.000000
0.045888	-0.007827	1.000000
0.162196	-0.287005	1.000000
-0.073080	0.369314	1.000000
0.054149	0.038206	1.000000
-0.293629	0.002435	1.000000
-0.416264	-0.117906	1.000000
0.112844	-0.132148	1.000000
-0.627112	0.151842	-1.000000
-0.692117	0.189194	-1.000000
-0.121878	-0.109896	1.000000
0.033004	0.286857	1.000000
-0.092949	0.897111	-1.000000
0.583178	-0.154651	-1.000000
0.347563	-0.145981	1.000000
-0.542956	0.347380	-1.000000
0.505926	-0.132058	-1.000000
-0.358464	0.256598	1.000000
-0.619250	-0.163260	-1.000000
-0.426989	0.891964	-1.000000
-0.199075	0.263275	1.000000
0.140695	-0.130908	1.000000
0.442091	0.804358	-1.000000
-0.528414	0.009493	-1.000000
0.212049	-0.076526	1.000000
-0.062606	0.184567	1.000000
-0.507465	-0.407413	-1.000000
-0.056155	0.626280	-1.000000
-0.144356	0.660912	-1.000000
0.304766	-0.295388	1.000000
-0.068681	0.279048	1.000000
0.097394	-0.522054	-1.000000
-0.410975	0.220078	1.000000
-0.186120	-0.084496	1.000000
0.469722	0.298571	-1.000000
-0.209152	0.123375	1.000000
-0.024120	-0.007872	1.000000
0.150633	-0.584199	-1.000000
-0.478552	0.425303	-1.000000
0.036661	-0.192678	1.000000
-0.592429	-0.213273	-1.000000
0.110031	-0.027944	1.000000
0.063802	-0.570790	-1.000000
0.886481	0.317733	-1.000000
-0.310993	0.208323	1.000000
0.196997	0.115435	1.000000
0.169058	-0.288735	1.000000
0.136955	-0.116081	1.000000
0.692741	-0.301553	-1.000000
-0.765112	-0.278428	-1.000000
0.007753	-0.001079	1.000000
-0.180902	-0.836798	-1.000000
-0.144456	0.727938	-1.000000
-0.295311	-0.218681	1.000000
0.536625	0.465018	-1.000000
-0.225321	0.586389	-1.000000
-0.003498	-0.002791	1.000000
0.835353	0.150716	-1.000000
-0.242169	-0.535287	-1.000000
0.271711	0.448699	-1.000000
-0.033370	0.017741	1.000000
-0.139787	0.109535	1.000000
-0.312567	0.032377	1.000000
-0.629373	0.435283	-1.000000
0.150846	-0.317487	1.000000
0.446302	-0.059677	1.000000
-0.161316	-0.529604	-1.000000
-0.484494	-0.785851	-1.000000
0.188346	-0.348389	1.000000
0.442812	0.676081	-1.000000
-0.352047	0.413867	-1.000000
-0.597052	0.144845	-1.000000
-0.759416	0.244519	-1.000000
0.557123	-0.330429	-1.000000
0.024436	0.359536	1.000000
-0.019325	-0.033480	1.000000
-0.230991	0.586448	-1.000000
0.098602	0.169097	1.000000
0.233528	0.014159	1.000000
-0.683454	0.295084	-1.000000
0.147916	0.733003	-1.000000
0.217101	-0.281174	1.000000
-0.020969	0.109086	1.000000
0.048366	0.641687	-1.000000
0.673116	0.542584	-1.000000
0.022301	-0.054485	1.000000
-0.772164	0.476049	-1.000000
-0.027905	0.003654	1.000000
-0.040919	-0.002362	1.000000
